MSFT,IBM,SBUX,AAPL,GSPC,Date
25.066382,177.568962,25.641859,69.316715,1430.150024,2012-12-21
23.171209,129.748114,13.952531,41.8169,1213.400024,2010-11-09
27.446809,86.963752,11.041332,21.736638,1451.150024,2007-11-15
32.670699,160.909189,38.39363,70.92171,1744.660034,2013-10-21
26.264051,176.981039,20.482275,80.409685,1365.0,2012-08-02
21.196412,146.161585,16.323749,48.115631,1120.76001,2011-08-10
36.274267,175.231853,36.799459,73.861858,1868.199951,2014-03-12
15.114569,80.85248,5.392385,14.136092,815.940002,2009-03-27
32.43282,189.757556,32.329458,58.349327,1651.810059,2013-06-18
25.82635,184.677589,26.146385,61.754225,1530.939941,2013-02-19
21.281815,101.139471,7.12876,22.506615,1262.900024,2008-07-03
22.534966,91.75037,12.19128,15.485535,1411.27002,2007-08-16
22.285337,145.824802,17.121992,46.123217,1328.26001,2011-03-30
22.971309,79.432174,14.051354,12.196596,1447.800049,2007-04-12
27.910221,83.874692,9.304956,23.551774,1420.329956,2008-01-10
16.498474,90.312995,6.423215,17.529547,919.530029,2009-05-06
22.979356,80.137904,14.385801,12.526019,1443.76001,2007-04-05
29.502926,180.597103,32.599275,56.62224,1692.390015,2013-07-23
23.219221,87.018172,8.365756,16.600812,1331.290039,2008-02-08
27.032181,89.742232,9.369097,17.939673,1352.069946,2008-01-24
42.121618,143.867177,53.610651,108.632999,1940.51001,2015-08-26
40.115321,155.019183,46.952966,121.97884,2056.149902,2015-03-26
22.748376,104.353306,7.110435,22.828101,1266.839966,2008-08-25
34.197953,161.754592,34.376331,69.61587,1755.199951,2014-02-04
23.790284,81.858964,15.920592,12.832951,1414.849976,2007-01-10
20.767227,146.100878,16.43442,43.116072,1270.97998,2011-06-10
22.120002,147.045947,16.772278,43.978657,1314.52002,2011-04-14
21.248965,147.22901,16.584164,42.369906,1271.5,2011-06-17
21.283999,147.793076,17.477949,43.175606,1268.449951,2011-06-24
19.351747,79.330937,5.699343,14.683807,1005.75,2008-11-04
23.75018,83.092352,15.586146,11.105133,1446.98999,2007-02-05
23.774242,80.642129,16.099269,11.251984,1409.709961,2007-01-05
21.692377,125.072767,12.68538,39.995149,1173.810059,2010-10-14
45.500188,164.15807,52.006779,126.777013,2108.860107,2015-06-11
